OmaTunniste;OmaIta;OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa;lamposumma_v;rainfall_v
1;3600012;6789324;Imatra;628;19810101;1981;1;1;3605000;6785000;-1.6;-0.7;-2.1;10.0;461.0;5.25;0.0;10.0
1;3600012;6789324;Imatra;628;19810102;1981;1;2;3605000;6785000;-7.7;-1.3;-11.7;0.0;553.0;3.18;0.0;10.0
1;3600012;6789324;Imatra;628;19810103;1981;1;3;3605000;6785000;-10.6;-7.8;-15.8;2.0;546.0;2.64;0.0;12.0
1;3600012;6789324;Imatra;628;19810104;1981;1;4;3605000;6785000;-10.7;-7.3;-14.0;0.0;667.0;2.51;0.0;12.0
1;3600012;6789324;Imatra;628;19810105;1981;1;5;3605000;6785000;-16.8;-13.1;-18.1;0.0;826.0;1.43;0.0;12.0
1;3600012;6789324;Imatra;628;19810106;1981;1;6;3605000;6785000;-22.6;-17.3;-25.4;0.0;901.0;0.81;0.0;12.0
1;3600012;6789324;Imatra;628;19810107;1981;1;7;3605000;6785000;-25.1;-22.1;-29.2;0.0;813.0;0.62;0.0;12.0
1;3600012;6789324;Imatra;628;19810108;1981;1;8;3605000;6785000;-12.9;-5.5;-27.5;1.0;661.0;2.62;0.0;13.0
1;3600012;6789324;Imatra;628;19810109;1981;1;9;3605000;6785000;-2.6;-1.0;-6.1;7.0;622.0;4.89;0.0;20.0
1;3600012;6789324;Imatra;628;19810110;1981;1;10;3605000;6785000;-1.4;0.1;-3.1;0.0;597.0;5.26;0.0;20.0
1;3600012;6789324;Imatra;628;19810111;1981;1;11;3605000;6785000;-7.0;-2.4;-11.8;0.0;986.0;3.32;0.0;20.0
1;3600012;6789324;Imatra;628;19810112;1981;1;12;3605000;6785000;-2.5;-0.8;-9.0;2.0;695.0;4.66;0.0;22.0
1;3600012;6789324;Imatra;628;19810113;1981;1;13;3605000;6785000;-4.5;-1.2;-6.4;2.0;686.0;3.94;0.0;24.0
1;3600012;6789324;Imatra;628;19810114;1981;1;14;3605000;6785000;-4.5;-2.6;-7.1;0.0;976.0;4.06;0.0;24.0
1;3600012;6789324;Imatra;628;19810115;1981;1;15;3605000;6785000;-6.0;-3.5;-6.5;5.0;696.0;3.33;0.0;29.0
1;3600012;6789324;Imatra;628;19810116;1981;1;16;3605000;6785000;-4.6;-2.8;-7.2;4.0;746.0;4.07;0.0;33.0
1;3600012;6789324;Imatra;628;19810117;1981;1;17;3605000;6785000;-2.7;-1.4;-3.9;2.0;719.0;4.59;0.0;35.0
1;3600012;6789324;Imatra;628;19810118;1981;1;18;3605000;6785000;-7.3;-3.6;-9.9;0.0;1201.0;3.13;0.0;35.0
1;3600012;6789324;Imatra;628;19810119;1981;1;19;3605000;6785000;-6.7;-5.5;-8.9;0.0;816.0;3.35;0.0;35.0
1;3600012;6789324;Imatra;628;19810120;1981;1;20;3605000;6785000;-7.7;-5.6;-9.2;2.0;1038.0;3.09;0.0;37.0
1;3600012;6789324;Imatra;628;19810121;1981;1;21;3605000;6785000;-6.3;-4.3;-9.5;0.0;991.0;3.77;0.0;37.0
1;3600012;6789324;Imatra;628;19810122;1981;1;22;3605000;6785000;-5.3;-2.6;-7.3;0.0;882.0;4.01;0.0;37.0
1;3600012;6789324;Imatra;628;19810123;1981;1;23;3605000;6785000;-2.3;-0.6;-3.9;0.0;739.0;4.98;0.0;37.0
1;3600012;6789324;Imatra;628;19810124;1981;1;24;3605000;6785000;0.2;0.8;-1.0;1.0;855.0;6.06;0.0;38.0
1;3600012;6789324;Imatra;628;19810125;1981;1;25;3605000;6785000;0.8;2.1;-0.1;1.0;1026.0;5.94;0.0;39.0
1;3600012;6789324;Imatra;628;19810126;1981;1;26;3605000;6785000;-8.4;0.6;-15.2;0.0;1899.0;2.99;0.0;39.0
1;3600012;6789324;Imatra;628;19810127;1981;1;27;3605000;6785000;-9.3;-1.0;-22.6;0.0;1103.0;3.28;0.0;39.0
1;3600012;6789324;Imatra;628;19810128;1981;1;28;3605000;6785000;0.0;2.1;-1.7;0.0;1563.0;5.62;0.0;39.0
1;3600012;6789324;Imatra;628;19810129;1981;1;29;3605000;6785000;0.1;1.2;-1.0;2.0;1499.0;5.71;0.0;41.0
1;3600012;6789324;Imatra;628;19810130;1981;1;30;3605000;6785000;1.0;2.6;-0.3;0.0;961.0;6.18;0.0;41.0
1;3600012;6789324;Imatra;628;19810131;1981;1;31;3605000;6785000;-4.7;1.5;-8.1;0.0;1552.0;3.93;0.0;41.0
1;3600012;6789324;Imatra;628;19810201;1981;2;1;3605000;6785000;0.3;4.9;-6.5;0.0;1605.0;4.81;0.0;41.0
1;3600012;6789324;Imatra;628;19810202;1981;2;2;3605000;6785000;-5.6;-2.4;-9.8;7.0;1560.0;3.3;0.0;48.0
1;3600012;6789324;Imatra;628;19810203;1981;2;3;3605000;6785000;-1.8;0.2;-5.1;4.0;1148.0;5.04;0.0;52.0
1;3600012;6789324;Imatra;628;19810204;1981;2;4;3605000;6785000;-7.9;-4.3;-10.0;1.0;1436.0;2.82;0.0;53.0
1;3600012;6789324;Imatra;628;19810205;1981;2;5;3605000;6785000;-10.2;-6.3;-16.4;2.0;1871.0;2.67;0.0;55.0
1;3600012;6789324;Imatra;628;19810206;1981;2;6;3605000;6785000;-12.0;-7.5;-16.9;1.0;2978.0;2.16;0.0;56.0
1;3600012;6789324;Imatra;628;19810207;1981;2;7;3605000;6785000;-2.6;0.5;-12.4;2.0;1460.0;4.51;0.0;58.0
1;3600012;6789324;Imatra;628;19810208;1981;2;8;3605000;6785000;-5.1;-1.0;-9.8;0.0;2243.0;3.84;0.0;58.0
1;3600012;6789324;Imatra;628;19810209;1981;2;9;3605000;6785000;-5.1;-3.3;-7.4;0.0;2115.0;3.62;0.0;58.0
1;3600012;6789324;Imatra;628;19810210;1981;2;10;3605000;6785000;-7.5;-4.9;-10.1;0.0;1273.0;3.22;0.0;58.0
1;3600012;6789324;Imatra;628;19810211;1981;2;11;3605000;6785000;-7.2;-4.6;-9.9;0.0;1390.0;3.25;0.0;58.0
1;3600012;6789324;Imatra;628;19810212;1981;2;12;3605000;6785000;-8.7;-5.8;-9.8;0.0;2477.0;2.67;0.0;58.0
1;3600012;6789324;Imatra;628;19810213;1981;2;13;3605000;6785000;-11.7;-8.3;-16.7;0.0;3332.0;2.15;0.0;58.0
1;3600012;6789324;Imatra;628;19810214;1981;2;14;3605000;6785000;-12.5;-9.2;-17.2;0.0;3023.0;1.88;0.0;58.0
1;3600012;6789324;Imatra;628;19810215;1981;2;15;3605000;6785000;-10.2;-7.9;-16.0;2.0;3264.0;2.52;0.0;60.0
1;3600012;6789324;Imatra;628;19810216;1981;2;16;3605000;6785000;-12.2;-8.5;-14.9;1.0;3139.0;2.2;0.0;61.0
1;3600012;6789324;Imatra;628;19810217;1981;2;17;3605000;6785000;-14.3;-8.5;-24.4;0.0;2142.0;2.0;0.0;61.0
1;3600012;6789324;Imatra;628;19810218;1981;2;18;3605000;6785000;-7.6;-5.7;-11.2;0.0;2212.0;2.75;0.0;61.0
1;3600012;6789324;Imatra;628;19810219;1981;2;19;3605000;6785000;-10.8;-6.7;-14.8;0.0;4361.0;2.19;0.0;61.0
1;3600012;6789324;Imatra;628;19810220;1981;2;20;3605000;6785000;-11.3;-8.6;-14.9;0.0;3396.0;2.06;0.0;61.0
1;3600012;6789324;Imatra;628;19810221;1981;2;21;3605000;6785000;-8.8;-7.6;-10.8;0.0;3434.0;2.55;0.0;61.0
1;3600012;6789324;Imatra;628;19810222;1981;2;22;3605000;6785000;-5.6;-3.4;-9.4;0.0;2427.0;3.64;0.0;61.0
1;3600012;6789324;Imatra;628;19810223;1981;2;23;3605000;6785000;-5.9;-3.8;-8.3;0.0;3799.0;3.47;0.0;61.0
1;3600012;6789324;Imatra;628;19810224;1981;2;24;3605000;6785000;-7.4;-5.4;-8.9;0.0;3461.0;2.92;0.0;61.0
1;3600012;6789324;Imatra;628;19810225;1981;2;25;3605000;6785000;-7.9;-4.8;-11.3;0.0;3874.0;2.94;0.0;61.0
1;3600012;6789324;Imatra;628;19810226;1981;2;26;3605000;6785000;-4.9;-1.1;-8.8;0.0;5528.0;3.19;0.0;61.0
1;3600012;6789324;Imatra;628;19810227;1981;2;27;3605000;6785000;-12.4;-3.0;-19.2;0.0;6260.0;2.23;0.0;61.0
1;3600012;6789324;Imatra;628;19810228;1981;2;28;3605000;6785000;-16.6;-3.2;-24.7;0.0;6676.0;1.92;0.0;61.0
1;3600012;6789324;Imatra;628;19810301;1981;3;1;3605000;6785000;-12.7;-2.6;-22.2;0.0;6931.0;2.09;0.0;61.0
1;3600012;6789324;Imatra;628;19810302;1981;3;2;3605000;6785000;-11.8;-3.4;-19.4;0.0;7427.0;1.96;0.0;61.0
1;3600012;6789324;Imatra;628;19810303;1981;3;3;3605000;6785000;-13.9;-2.7;-23.9;0.0;6449.0;1.67;0.0;61.0
1;3600012;6789324;Imatra;628;19810304;1981;3;4;3605000;6785000;-12.9;-6.4;-22.4;0.0;5179.0;2.06;0.0;61.0
1;3600012;6789324;Imatra;628;19810305;1981;3;5;3605000;6785000;-13.0;-7.2;-16.6;0.0;7421.0;1.76;0.0;61.0
1;3600012;6789324;Imatra;628;19810306;1981;3;6;3605000;6785000;-18.6;-9.7;-26.6;0.0;8367.0;1.14;0.0;61.0
1;3600012;6789324;Imatra;628;19810307;1981;3;7;3605000;6785000;-19.6;-9.3;-28.1;0.0;8520.0;1.16;0.0;61.0
1;3600012;6789324;Imatra;628;19810308;1981;3;8;3605000;6785000;-13.8;-8.1;-23.8;0.0;4475.0;1.36;0.0;61.0
1;3600012;6789324;Imatra;628;19810309;1981;3;9;3605000;6785000;-6.3;-1.4;-11.5;13.0;2335.0;3.77;0.0;74.0
1;3600012;6789324;Imatra;628;19810310;1981;3;10;3605000;6785000;-4.1;0.6;-7.7;1.0;3172.0;3.97;0.0;75.0
1;3600012;6789324;Imatra;628;19810311;1981;3;11;3605000;6785000;-10.6;-7.1;-13.9;0.0;4632.0;2.06;0.0;75.0
1;3600012;6789324;Imatra;628;19810312;1981;3;12;3605000;6785000;-16.5;-10.6;-22.8;0.0;9802.0;1.13;0.0;75.0
1;3600012;6789324;Imatra;628;19810313;1981;3;13;3605000;6785000;-14.5;-11.5;-20.1;1.0;6802.0;1.32;0.0;76.0
1;3600012;6789324;Imatra;628;19810314;1981;3;14;3605000;6785000;-11.9;-9.8;-14.5;2.0;3780.0;1.94;0.0;78.0
1;3600012;6789324;Imatra;628;19810315;1981;3;15;3605000;6785000;-13.5;-9.0;-17.6;0.0;9744.0;1.61;0.0;78.0
1;3600012;6789324;Imatra;628;19810316;1981;3;16;3605000;6785000;-17.0;-6.1;-25.6;0.0;11148.0;1.39;0.0;78.0
1;3600012;6789324;Imatra;628;19810317;1981;3;17;3605000;6785000;-13.4;-3.6;-27.0;1.0;6816.0;2.37;0.0;79.0
1;3600012;6789324;Imatra;628;19810318;1981;3;18;3605000;6785000;-5.2;-1.5;-9.3;0.0;8023.0;3.16;0.0;79.0
1;3600012;6789324;Imatra;628;19810319;1981;3;19;3605000;6785000;-8.5;-1.3;-20.7;3.0;4615.0;3.34;0.0;82.0
1;3600012;6789324;Imatra;628;19810320;1981;3;20;3605000;6785000;-0.9;0.3;-3.0;2.0;4244.0;5.32;0.0;84.0
1;3600012;6789324;Imatra;628;19810321;1981;3;21;3605000;6785000;-3.6;-0.2;-8.0;1.0;6074.0;3.75;0.0;85.0
1;3600012;6789324;Imatra;628;19810322;1981;3;22;3605000;6785000;-2.1;2.0;-10.7;5.0;1827.0;5.35;0.0;90.0
1;3600012;6789324;Imatra;628;19810323;1981;3;23;3605000;6785000;3.5;9.1;0.8;0.0;7725.0;6.62;0.0;90.0
1;3600012;6789324;Imatra;628;19810324;1981;3;24;3605000;6785000;1.8;5.2;-1.5;1.0;11737.0;4.73;0.0;91.0
1;3600012;6789324;Imatra;628;19810325;1981;3;25;3605000;6785000;1.3;2.7;-0.5;2.0;4090.0;5.5;0.0;93.0
1;3600012;6789324;Imatra;628;19810326;1981;3;26;3605000;6785000;-2.6;2.6;-8.4;0.0;9096.0;3.58;0.0;93.0
1;3600012;6789324;Imatra;628;19810327;1981;3;27;3605000;6785000;-3.6;-0.7;-7.3;0.0;13079.0;2.92;0.0;93.0
1;3600012;6789324;Imatra;628;19810328;1981;3;28;3605000;6785000;-5.6;-0.8;-12.3;0.0;13611.0;2.3;0.0;93.0
1;3600012;6789324;Imatra;628;19810329;1981;3;29;3605000;6785000;-5.6;2.7;-15.8;0.0;14393.0;2.67;0.0;93.0
1;3600012;6789324;Imatra;628;19810330;1981;3;30;3605000;6785000;-1.0;4.2;-6.8;0.0;11671.0;3.19;0.0;93.0
1;3600012;6789324;Imatra;628;19810331;1981;3;31;3605000;6785000;1.6;7.3;-3.8;0.0;12834.0;4.09;0.0;93.0
1;3600012;6789324;Imatra;628;19810401;1981;4;1;3605000;6785000;2.5;6.9;0.1;0.0;12094.0;5.94;0.0;93.0
1;3600012;6789324;Imatra;628;19810402;1981;4;2;3605000;6785000;1.0;8.8;-7.2;0.0;14846.0;4.86;0.0;93.0
1;3600012;6789324;Imatra;628;19810403;1981;4;3;3605000;6785000;2.6;5.7;0.2;0.0;5092.0;5.6;0.0;93.0
1;3600012;6789324;Imatra;628;19810404;1981;4;4;3605000;6785000;2.5;7.3;-1.1;0.0;14064.0;5.13;0.0;93.0
1;3600012;6789324;Imatra;628;19810405;1981;4;5;3605000;6785000;0.4;5.1;-5.6;0.0;13227.0;4.32;0.0;93.0
1;3600012;6789324;Imatra;628;19810406;1981;4;6;3605000;6785000;2.7;7.1;-2.1;0.0;12750.0;5.23;0.0;93.0
1;3600012;6789324;Imatra;628;19810407;1981;4;7;3605000;6785000;2.5;8.4;-3.5;0.0;13426.0;4.99;0.0;93.0
1;3600012;6789324;Imatra;628;19810408;1981;4;8;3605000;6785000;3.4;9.6;-2.9;0.0;13699.0;5.21;0.0;93.0
1;3600012;6789324;Imatra;628;19810409;1981;4;9;3605000;6785000;1.5;5.0;-0.3;0.0;8439.0;4.95;0.0;93.0
1;3600012;6789324;Imatra;628;19810410;1981;4;10;3605000;6785000;-0.9;3.1;-6.0;0.0;9095.0;4.57;0.0;93.0
1;3600012;6789324;Imatra;628;19810411;1981;4;11;3605000;6785000;5.0;8.9;1.1;0.0;16592.0;5.21;0.0;93.0
1;3600012;6789324;Imatra;628;19810412;1981;4;12;3605000;6785000;3.4;8.9;-2.3;0.0;17624.0;4.6;0.0;93.0
1;3600012;6789324;Imatra;628;19810413;1981;4;13;3605000;6785000;2.7;5.4;1.2;2.0;7987.0;5.62;0.0;95.0
1;3600012;6789324;Imatra;628;19810414;1981;4;14;3605000;6785000;1.3;4.4;-0.7;0.0;5482.0;5.43;0.0;95.0
1;3600012;6789324;Imatra;628;19810415;1981;4;15;3605000;6785000;-0.7;2.0;-2.6;0.0;11577.0;3.76;0.0;95.0
1;3600012;6789324;Imatra;628;19810416;1981;4;16;3605000;6785000;-1.6;1.6;-5.2;0.0;11748.0;3.52;0.0;95.0
1;3600012;6789324;Imatra;628;19810417;1981;4;17;3605000;6785000;-2.1;2.5;-7.3;0.0;16056.0;3.28;0.0;95.0
1;3600012;6789324;Imatra;628;19810418;1981;4;18;3605000;6785000;-1.7;3.6;-6.5;0.0;12724.0;4.2;0.0;95.0
1;3600012;6789324;Imatra;628;19810419;1981;4;19;3605000;6785000;2.2;6.3;0.1;0.0;6648.0;6.13;0.0;95.0
1;3600012;6789324;Imatra;628;19810420;1981;4;20;3605000;6785000;1.4;6.2;-4.0;0.0;14151.0;4.5;0.0;95.0
1;3600012;6789324;Imatra;628;19810421;1981;4;21;3605000;6785000;-1.2;4.9;-3.8;1.0;9262.0;3.81;0.0;96.0
1;3600012;6789324;Imatra;628;19810422;1981;4;22;3605000;6785000;-5.7;-3.0;-7.5;0.0;10371.0;2.78;0.0;96.0
1;3600012;6789324;Imatra;628;19810423;1981;4;23;3605000;6785000;-5.7;-1.1;-11.4;0.0;12444.0;2.91;0.0;96.0
1;3600012;6789324;Imatra;628;19810424;1981;4;24;3605000;6785000;-2.7;1.3;-7.3;0.0;12054.0;3.14;0.0;96.0
1;3600012;6789324;Imatra;628;19810425;1981;4;25;3605000;6785000;-1.8;3.6;-5.6;3.0;10496.0;4.4;0.0;99.0
1;3600012;6789324;Imatra;628;19810426;1981;4;26;3605000;6785000;-0.6;4.8;-7.3;0.0;15993.0;3.7;0.0;99.0
1;3600012;6789324;Imatra;628;19810427;1981;4;27;3605000;6785000;1.9;7.8;-5.7;1.0;20428.0;3.69;0.0;100.0
1;3600012;6789324;Imatra;628;19810428;1981;4;28;3605000;6785000;0.5;5.5;-2.6;16.0;3210.0;5.46;0.0;116.0
1;3600012;6789324;Imatra;628;19810429;1981;4;29;3605000;6785000;-0.3;0.8;-0.8;1.0;2222.0;5.36;0.0;117.0
1;3600012;6789324;Imatra;628;19810430;1981;4;30;3605000;6785000;-1.6;1.9;-7.1;0.0;15880.0;4.15;0.0;117.0
1;3600012;6789324;Imatra;628;19810501;1981;5;1;3605000;6785000;-0.2;4.4;-5.7;2.0;11802.0;4.21;0.0;119.0
1;3600012;6789324;Imatra;628;19810502;1981;5;2;3605000;6785000;1.4;3.9;-0.6;4.0;5744.0;6.19;0.0;123.0
1;3600012;6789324;Imatra;628;19810503;1981;5;3;3605000;6785000;1.2;3.9;-1.4;3.0;8761.0;6.17;0.0;126.0
1;3600012;6789324;Imatra;628;19810504;1981;5;4;3605000;6785000;1.4;4.4;-0.2;0.0;12321.0;4.95;0.0;126.0
1;3600012;6789324;Imatra;628;19810505;1981;5;5;3605000;6785000;4.0;10.6;-3.7;0.0;19488.0;4.61;0.0;126.0
1;3600012;6789324;Imatra;628;19810506;1981;5;6;3605000;6785000;6.5;12.1;0.4;5.0;14322.0;6.2;1.5;131.0
1;3600012;6789324;Imatra;628;19810507;1981;5;7;3605000;6785000;4.9;8.7;3.5;0.0;8588.0;7.53;1.5;131.0
1;3600012;6789324;Imatra;628;19810508;1981;5;8;3605000;6785000;7.3;15.2;-1.8;0.0;26808.0;6.72;3.8;131.0
1;3600012;6789324;Imatra;628;19810509;1981;5;9;3605000;6785000;10.3;18.1;0.7;0.0;24458.0;6.95;9.100000000000001;131.0
1;3600012;6789324;Imatra;628;19810510;1981;5;10;3605000;6785000;13.8;23.5;3.9;3.0;19985.0;10.65;17.900000000000002;134.0
1;3600012;6789324;Imatra;628;19810511;1981;5;11;3605000;6785000;10.1;15.5;7.0;0.0;24791.0;6.99;23.0;134.0
1;3600012;6789324;Imatra;628;19810512;1981;5;12;3605000;6785000;7.1;13.3;0.8;0.0;27168.0;4.11;25.1;134.0
1;3600012;6789324;Imatra;628;19810513;1981;5;13;3605000;6785000;8.0;15.1;0.3;0.0;25482.0;3.63;28.1;134.0
1;3600012;6789324;Imatra;628;19810514;1981;5;14;3605000;6785000;10.5;19.3;-1.9;0.0;25425.0;5.05;33.6;134.0
1;3600012;6789324;Imatra;628;19810515;1981;5;15;3605000;6785000;9.4;17.2;2.2;0.0;22706.0;6.07;38.0;134.0
1;3600012;6789324;Imatra;628;19810516;1981;5;16;3605000;6785000;6.1;12.5;-0.9;0.0;25226.0;4.24;39.1;134.0
1;3600012;6789324;Imatra;628;19810517;1981;5;17;3605000;6785000;10.0;19.0;-2.1;0.0;25975.0;4.95;44.1;134.0
1;3600012;6789324;Imatra;628;19810518;1981;5;18;3605000;6785000;14.7;22.6;3.3;0.0;24722.0;6.85;53.8;134.0
1;3600012;6789324;Imatra;628;19810519;1981;5;19;3605000;6785000;16.2;24.0;5.3;0.0;25251.0;6.98;65.0;134.0
1;3600012;6789324;Imatra;628;19810520;1981;5;20;3605000;6785000;16.4;24.0;6.2;0.0;25144.0;8.22;76.4;134.0
1;3600012;6789324;Imatra;628;19810521;1981;5;21;3605000;6785000;16.3;24.4;7.3;0.0;23824.0;10.83;87.7;134.0
1;3600012;6789324;Imatra;628;19810522;1981;5;22;3605000;6785000;15.4;22.8;8.2;0.0;21109.0;11.83;98.10000000000001;134.0
1;3600012;6789324;Imatra;628;19810523;1981;5;23;3605000;6785000;18.0;24.9;7.3;0.0;27470.0;11.2;111.10000000000001;134.0
1;3600012;6789324;Imatra;628;19810524;1981;5;24;3605000;6785000;19.0;25.9;10.4;0.0;27117.0;10.91;125.10000000000001;134.0
1;3600012;6789324;Imatra;628;19810525;1981;5;25;3605000;6785000;18.1;24.6;9.4;0.0;26449.0;11.71;138.20000000000002;134.0
1;3600012;6789324;Imatra;628;19810526;1981;5;26;3605000;6785000;13.8;18.3;11.3;5.0;18390.0;11.54;147.00000000000003;139.0
1;3600012;6789324;Imatra;628;19810527;1981;5;27;3605000;6785000;15.1;20.4;10.8;0.0;24759.0;11.73;157.10000000000002;139.0
1;3600012;6789324;Imatra;628;19810528;1981;5;28;3605000;6785000;13.7;18.4;9.4;0.0;17464.0;13.33;165.8;139.0
1;3600012;6789324;Imatra;628;19810529;1981;5;29;3605000;6785000;13.6;16.9;11.7;1.0;14418.0;11.97;174.4;140.0
1;3600012;6789324;Imatra;628;19810530;1981;5;30;3605000;6785000;11.7;15.0;9.7;4.0;11047.0;12.06;181.1;144.0
1;3600012;6789324;Imatra;628;19810531;1981;5;31;3605000;6785000;12.5;16.9;9.2;0.0;18093.0;9.05;188.6;144.0
1;3600012;6789324;Imatra;628;19810601;1981;6;1;3605000;6785000;12.4;18.5;3.7;0.0;29989.0;8.5;196.0;144.0
1;3600012;6789324;Imatra;628;19810602;1981;6;2;3605000;6785000;13.2;19.2;9.5;4.0;13132.0;11.58;204.2;148.0
1;3600012;6789324;Imatra;628;19810603;1981;6;3;3605000;6785000;8.4;13.5;2.5;0.0;29057.0;5.82;207.6;148.0
1;3600012;6789324;Imatra;628;19810604;1981;6;4;3605000;6785000;11.6;17.5;4.5;11.0;22423.0;8.33;214.2;159.0
1;3600012;6789324;Imatra;628;19810605;1981;6;5;3605000;6785000;12.5;16.7;10.2;0.0;11745.0;11.76;221.7;159.0
1;3600012;6789324;Imatra;628;19810606;1981;6;6;3605000;6785000;13.4;18.3;9.1;0.0;17916.0;11.16;230.1;159.0
1;3600012;6789324;Imatra;628;19810607;1981;6;7;3605000;6785000;15.0;19.6;10.3;0.0;21638.0;10.71;240.1;159.0
1;3600012;6789324;Imatra;628;19810608;1981;6;8;3605000;6785000;13.1;17.3;9.8;0.0;17223.0;10.72;248.2;159.0
1;3600012;6789324;Imatra;628;19810609;1981;6;9;3605000;6785000;15.7;21.4;9.1;3.0;21817.0;12.21;258.9;162.0
1;3600012;6789324;Imatra;628;19810610;1981;6;10;3605000;6785000;16.4;18.9;14.7;1.0;9294.0;16.63;270.29999999999995;163.0
1;3600012;6789324;Imatra;628;19810611;1981;6;11;3605000;6785000;12.5;17.0;10.6;0.0;17120.0;10.29;277.79999999999995;163.0
1;3600012;6789324;Imatra;628;19810612;1981;6;12;3605000;6785000;13.4;18.2;8.9;4.0;21217.0;10.12;286.19999999999993;167.0
1;3600012;6789324;Imatra;628;19810613;1981;6;13;3605000;6785000;10.5;14.4;9.5;7.0;7716.0;12.17;291.69999999999993;174.0
1;3600012;6789324;Imatra;628;19810614;1981;6;14;3605000;6785000;9.5;13.3;8.1;9.0;11258.0;10.04;296.19999999999993;183.0
1;3600012;6789324;Imatra;628;19810615;1981;6;15;3605000;6785000;10.6;15.9;5.5;0.0;21858.0;8.5;301.79999999999995;183.0
1;3600012;6789324;Imatra;628;19810616;1981;6;16;3605000;6785000;12.4;16.9;8.5;0.0;15303.0;9.7;309.19999999999993;183.0
1;3600012;6789324;Imatra;628;19810617;1981;6;17;3605000;6785000;11.4;15.0;9.4;7.0;15175.0;11.06;315.5999999999999;190.0
1;3600012;6789324;Imatra;628;19810618;1981;6;18;3605000;6785000;12.4;16.3;7.4;3.0;16575.0;11.9;322.9999999999999;193.0
1;3600012;6789324;Imatra;628;19810619;1981;6;19;3605000;6785000;12.2;14.5;10.1;5.0;11937.0;11.52;330.1999999999999;198.0
1;3600012;6789324;Imatra;628;19810620;1981;6;20;3605000;6785000;13.0;20.2;9.3;8.0;10086.0;13.48;338.1999999999999;206.0
1;3600012;6789324;Imatra;628;19810621;1981;6;21;3605000;6785000;12.3;16.0;10.4;1.0;11569.0;11.69;345.4999999999999;207.0
1;3600012;6789324;Imatra;628;19810622;1981;6;22;3605000;6785000;14.1;19.6;5.5;0.0;25392.0;10.32;354.5999999999999;207.0
1;3600012;6789324;Imatra;628;19810623;1981;6;23;3605000;6785000;10.9;16.2;6.8;13.0;9916.0;11.23;360.4999999999999;220.0
1;3600012;6789324;Imatra;628;19810624;1981;6;24;3605000;6785000;16.7;22.2;11.0;0.0;15264.0;16.18;372.1999999999999;220.0
1;3600012;6789324;Imatra;628;19810625;1981;6;25;3605000;6785000;21.7;27.5;16.3;1.0;24020.0;20.12;388.89999999999986;221.0
1;3600012;6789324;Imatra;628;19810626;1981;6;26;3605000;6785000;20.8;25.7;17.5;0.0;25222.0;17.83;404.6999999999999;221.0
1;3600012;6789324;Imatra;628;19810627;1981;6;27;3605000;6785000;16.5;20.0;15.1;0.0;16028.0;14.04;416.1999999999999;221.0
1;3600012;6789324;Imatra;628;19810628;1981;6;28;3605000;6785000;14.6;19.3;10.9;0.0;18935.0;12.09;425.7999999999999;221.0
1;3600012;6789324;Imatra;628;19810629;1981;6;29;3605000;6785000;17.3;22.7;9.2;0.0;20600.0;15.38;438.0999999999999;221.0
1;3600012;6789324;Imatra;628;19810630;1981;6;30;3605000;6785000;21.6;28.0;16.0;0.0;22208.0;19.27;454.69999999999993;221.0
1;3600012;6789324;Imatra;628;19810701;1981;7;1;3605000;6785000;15.8;19.3;14.1;0.0;14428.0;13.53;465.49999999999994;221.0
1;3600012;6789324;Imatra;628;19810702;1981;7;2;3605000;6785000;14.2;17.4;11.8;0.0;17473.0;11.93;474.69999999999993;221.0
1;3600012;6789324;Imatra;628;19810703;1981;7;3;3605000;6785000;16.5;21.0;11.6;0.0;20739.0;13.41;486.19999999999993;221.0
1;3600012;6789324;Imatra;628;19810704;1981;7;4;3605000;6785000;19.4;23.7;15.2;0.0;26438.0;15.77;500.5999999999999;221.0
1;3600012;6789324;Imatra;628;19810705;1981;7;5;3605000;6785000;14.9;20.6;13.2;2.0;13248.0;14.05;510.4999999999999;223.0
1;3600012;6789324;Imatra;628;19810706;1981;7;6;3605000;6785000;15.9;20.7;11.0;0.0;27170.0;10.84;521.3999999999999;223.0
1;3600012;6789324;Imatra;628;19810707;1981;7;7;3605000;6785000;18.2;23.0;11.1;0.0;28244.0;12.35;534.5999999999999;223.0
1;3600012;6789324;Imatra;628;19810708;1981;7;8;3605000;6785000;17.8;22.7;13.1;0.0;18727.0;14.55;547.3999999999999;223.0
1;3600012;6789324;Imatra;628;19810709;1981;7;9;3605000;6785000;18.0;23.5;12.0;0.0;25099.0;12.22;560.3999999999999;223.0
1;3600012;6789324;Imatra;628;19810710;1981;7;10;3605000;6785000;19.8;26.2;10.3;0.0;22644.0;13.32;575.1999999999998;223.0
1;3600012;6789324;Imatra;628;19810711;1981;7;11;3605000;6785000;21.8;26.7;14.0;0.0;26071.0;14.62;591.9999999999998;223.0
1;3600012;6789324;Imatra;628;19810712;1981;7;12;3605000;6785000;21.4;26.0;14.7;0.0;29297.0;14.93;608.3999999999997;223.0
1;3600012;6789324;Imatra;628;19810713;1981;7;13;3605000;6785000;22.0;27.1;14.9;0.0;30080.0;15.93;625.3999999999997;223.0
1;3600012;6789324;Imatra;628;19810714;1981;7;14;3605000;6785000;19.8;24.1;18.0;3.0;24486.0;14.6;640.1999999999997;226.0
